Old URL,Existing page status Code,New URL
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_kr/index.html?index=..%2F..kr,200,www.snowflake.com/ko/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_kr/index.html,200,www.snowflake.com/ko/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_kr/#0,200,www.snowflake.com/ko/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_kr/,200,www.snowflake.com/ko/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_ja/index.html?index=..%2F..ja,200,www.snowflake.com/ja/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_ja/index.html,200,www.snowflake.com/ja/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_ja/#0,200,www.snowflake.com/ja/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_ja/,200,www.snowflake.com/ja/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_ja,301,www.snowflake.com/ja/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_it/index.html?index=..%2F..it,200,www.snowflake.com/it/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_it/index.html,200,www.snowflake.com/it/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_it/#0,200,www.snowflake.com/it/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_it/,200,www.snowflake.com/it/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_fr/index.html?index=..%2F..fr,200,www.snowflake.com/fr/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_fr/index.html,200,www.snowflake.com/fr/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_fr/#0,200,www.snowflake.com/fr/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_fr/,200,www.snowflake.com/fr/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_es/index.html?index=..%2F..es,200,www.snowflake.com/es/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_es/index.html,200,www.snowflake.com/es/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_es/#0,200,www.snowflake.com/es/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_es/,200,www.snowflake.com/es/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_governance_with_horizon/index.html?index=..%2F..index,200,www.snowflake.com/en/developers/guides/tasty-bytes-zero-to-snowflake-governance-with-horizon
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_governance_with_horizon/index.html,200,www.snowflake.com/en/developers/guides/tasty-bytes-zero-to-snowflake-governance-with-horizon
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_governance_with_horizon/#0,200,www.snowflake.com/en/developers/guides/tasty-bytes-zero-to-snowflake-governance-with-horizon
https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_governance_with_horizon/,200,www.snowflake.com/en/developers/guides/tasty-bytes-zero-to-snowflake-governance-with-horizon
