file,old_url,new_url,kind,count
/Users/mnixon/Documents/projects/quickstarts/sfquickstarts/site/sfguides/src/tasty-bytes-zero-to-snowflake-transformation-fr/tasty-bytes-zero-to-snowflake-transformation-fr.md,https://quickstarts.snowflake.com/guide/tasty_bytes_introduction_fr,/fr/developers/guides/tasty-bytes-introduction-fr/,link_replacement,2
/Users/mnixon/Documents/projects/quickstarts/sfquickstarts/site/sfguides/src/tasty-bytes-zero-to-snowflake-semi-structured-data-fr/tasty-bytes-zero-to-snowflake-semi-structured-data-fr.md,https://quickstarts.snowflake.com/guide/tasty_bytes_introduction_fr,/fr/developers/guides/tasty-bytes-introduction-fr/,link_replacement,1
/Users/mnixon/Documents/projects/quickstarts/sfquickstarts/site/sfguides/src/tasty-bytes-zero-to-snowflake-transformation-es/tasty-bytes-zero-to-snowflake-transformation-es.md,https://quickstarts.snowflake.com/guide/tasty_bytes_introduction_es,/es/developers/guides/tasty-bytes-introduction-es/,link_replacement,2
/Users/mnixon/Documents/projects/quickstarts/sfquickstarts/site/sfguides/src/integrating-tasty-bytes-location-recommendation-ml-model-into-the-react-native-data-app-kr/integrating-tasty-bytes-location-recommendation-ml-model-into-the-react-native-data-app-kr.md,https://quickstarts.snowflake.com/guide/tasty_bytes_snowpark_101_for_data_science_kr,/en/developers/guides/tasty-bytes-snowpark-101-for-data-science-kr/,link_replacement,1
/Users/mnixon/Documents/projects/quickstarts/sfquickstarts/site/sfguides/src/integrating-tasty-bytes-location-recommendation-ml-model-into-the-react-native-data-app-kr/integrating-tasty-bytes-location-recommendation-ml-model-into-the-react-native-data-app-kr.md,https://quickstarts.snowflake.com/guide/tasty_bytes_introduction_kr,/en/developers/guides/tasty-bytes-introduction-kr/,link_replacement,1
/Users/mnixon/Documents/projects/quickstarts/sfquickstarts/site/sfguides/src/tasty-bytes-zero-to-snowflake-transformation-ptbr/tasty-bytes-zero-to-snowflake-transformation-ptbr.md,https://quickstarts.snowflake.com/guide/tasty_bytes_introduction_ptbr,/pt_br/developers/guides/tasty-bytes-introduction-ptbr/,link_replacement,1
/Users/mnixon/Documents/projects/quickstarts/sfquickstarts/site/sfguides/src/developing-tasty-bytes-react-native-application-with-snowflake-sql-api-it/developing-tasty-bytes-react-native-application-with-snowflake-sql-api-it.md,https://quickstarts.snowflake.com/guide/tasty_bytes_introduction_it,/it/developers/guides/tasty-bytes-introduction-it/,link_replacement,1
/Users/mnixon/Documents/projects/quickstarts/sfquickstarts/site/sfguides/src/tasty-bytes-snowpark-101-for-data-science-ptbr/tasty-bytes-snowpark-101-for-data-science-ptbr.md,https://quickstarts.snowflake.com/guide/tasty_bytes_introduction_ptbr,/pt_br/developers/guides/tasty-bytes-introduction-ptbr/,link_replacement,1
/Users/mnixon/Documents/projects/quickstarts/sfquickstarts/site/sfguides/src/tasty-bytes-introduction-it/tasty-bytes-introduction-it.md,https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_transformation_it,/it/developers/guides/tasty-bytes-zero-to-snowflake-transformation-it/,link_replacement,1
/Users/mnixon/Documents/projects/quickstarts/sfquickstarts/site/sfguides/src/tasty-bytes-introduction-it/tasty-bytes-introduction-it.md,https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_it,/it/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data-it/,link_replacement,1
/Users/mnixon/Documents/projects/quickstarts/sfquickstarts/site/sfguides/src/tasty-bytes-introduction-it/tasty-bytes-introduction-it.md,https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_collaboration_it,/it/developers/guides/tasty-bytes-zero-to-snowflake-collaboration-it/,link_replacement,1
/Users/mnixon/Documents/projects/quickstarts/sfquickstarts/site/sfguides/src/tasty-bytes-introduction-ja/tasty-bytes-introduction-ja.md,https://quickstarts.snowflake.com/guide/tasty_bytes_introduction_ja,/ja/developers/guides/tasty-bytes-introduction-ja/,link_replacement,1
/Users/mnixon/Documents/projects/quickstarts/sfquickstarts/site/sfguides/src/tasty-bytes-introduction-ja/tasty-bytes-introduction-ja.md,https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_transformation_ja,/ja/developers/guides/tasty-bytes-zero-to-snowflake-transformation-ja/,link_replacement,1
/Users/mnixon/Documents/projects/quickstarts/sfquickstarts/site/sfguides/src/tasty-bytes-introduction-ja/tasty-bytes-introduction-ja.md,https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_semi_structured_data_ja,/ja/developers/guides/tasty-bytes-zero-to-snowflake-semi-structured-data-ja/,link_replacement,1
/Users/mnixon/Documents/projects/quickstarts/sfquickstarts/site/sfguides/src/tasty-bytes-introduction-ja/tasty-bytes-introduction-ja.md,https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_governance_with_horizon,/en/developers/guides/tasty-bytes-zero-to-snowflake-governance-with-horizon/,link_replacement,1
/Users/mnixon/Documents/projects/quickstarts/sfquickstarts/site/sfguides/src/tasty-bytes-introduction-ja/tasty-bytes-introduction-ja.md,https://quickstarts.snowflake.com/guide/tasty_bytes_zero_to_snowflake_collaboration_ja,/ja/developers/guides/tasty-bytes-zero-to-snowflake-collaboration-ja/,link_replacement,1
